image_url,pokemon_name,total_zone_count,type,star,zone_url,other_pokemon_in_zone,zone_name
https://www.serebii.net/legendsz-a/pokemon/640.png,Virizion,1,Legendary,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/special.shtml,Virizion; Victreebel; Weepinbell; Roserade,Wild Zone 5
https://www.serebii.net/legendsz-a/pokemon/647.png,Keldeo,1,Legendary,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/special.shtml,Keldeo; Machamp; Machoke; Gyarados,Wild Zone 6
https://www.serebii.net/legendsz-a/pokemon/648.png,Meloetta,1,Legendary,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/special.shtml,Meloetta; Clefable; Clefairy; Gardevoir,Wild Zone 7
https://www.serebii.net/legendsz-a/pokemon/931-w.png,Squawkabilly,1,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Squawkabilly,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/931-y.png,Squawkabilly,1,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Squawkabilly,Wild Zone 9
https://www.serebii.net/legendsz-a/pokemon/474.png,Porygon-Z,1,Normal,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Porygon; Porygon2; Porygon-Z,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/233.png,Porygon2,1,Normal,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Porygon; Porygon2; Porygon-Z,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/904.png,Overqwil,1,Poison,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Slowbro; Slowking; Overqwil; Slowpoke; Qwilfish,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/080-g.png,Slowbro,1,Poison,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Slowbro; Slowking; Overqwil; Slowpoke; Qwilfish,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/199-g.png,Slowking,1,Poison,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Slowbro; Slowking; Overqwil; Slowpoke; Qwilfish,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/142.png,Aerodactyl,1,Rock,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/rock.shtml,Aerodactyl; Tyrantrum; Aurorus; Tyrunt; Amaura,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/699.png,Aurorus,1,Rock,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/rock.shtml,Aerodactyl; Tyrantrum; Aurorus; Tyrunt; Amaura,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/697.png,Tyrantrum,1,Rock,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/rock.shtml,Aerodactyl; Tyrantrum; Aurorus; Tyrunt; Amaura,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/681.png,Aegislash,1,Steel,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/steel.shtml,Aegislash; Aggron; Scizor; Doublade; Lairon; Scyther,Wild Zone 5
https://www.serebii.net/legendsz-a/pokemon/349.png,Feebas,1,Water,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Feebas; Magikarp; Panpour,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/160.png,Feraligatr,1,Water,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Feraligatr; Barbaracle; Starmie; Croconaw,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/053-a.png,Persian,2,Dark,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/dark.shtml,Persian; Malamar; Scrafty; Meowth; Inkay; Scraggy,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/053-a.png,Persian,2,Dark,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/dark.shtml,Persian; Absol; Scrafty; Meowth; Scraggy,Wild Zone 9
https://www.serebii.net/legendsz-a/pokemon/997.png,Arctibax,2,Dragon,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/dragon.shtml,Goodra; Arctibax; Baxcalibur; Sliggoo; Frigibax,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/998.png,Baxcalibur,2,Dragon,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/dragon.shtml,Goodra; Arctibax; Baxcalibur; Sliggoo; Frigibax,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/996.png,Frigibax,2,Dragon,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/dragon.shtml,Goodra; Arctibax; Baxcalibur; Sliggoo,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/026-a.png,Raichu,2,Electric,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/electric.shtml,Raichu; Jolteon; Pikachu; Eevee,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/026-a.png,Raichu,2,Electric,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/electric.shtml,Raichu; Ampharos; Eelektross; Flaaffy; Eelektrik,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/669.png,Flabébé,2,Fairy,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/fairy.shtml,Klefki; Carbink; Flabébé,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/669-y.png,Flabébé,2,Fairy,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/fairy.shtml,Klefki; Carbink; Flabébé,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/669.png,Flabébé,2,Fairy,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/fairy.shtml,Swirlix; Carbink; Flabébé,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/669-o.png,Flabébé,2,Fairy,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/fairy.shtml,Swirlix; Carbink; Flabébé,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/669-o.png,Flabébé,2,Fairy,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/fairy.shtml,Spritzee; Clefairy; Flabébé; Cleffa,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/669-y.png,Flabébé,2,Fairy,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/fairy.shtml,Fidough; Cleffa; Flabébé,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/669-w.png,Flabébé,2,Fairy,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/fairy.shtml,Fidough; Cleffa; Flabébé,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/669-w.png,Flabébé,2,Fairy,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/fairy.shtml,Mime Jr.; Clefairy; Flabébé; Cleffa,Wild Zone 8
https://www.serebii.net/legendsz-a/pokemon/500.png,Emboar,2,Fighting,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/fighting.shtml,Machamp; Scrafty; Emboar; Machoke; Scraggy; Pignite,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/654.png,Braixen,2,Fire,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/fire.shtml,Houndoom; Fletchinder; Braixen; Houndour; Fletchling; Fennekin,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/500.png,Emboar,2,Fire,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/fire.shtml,Emboar; Chandelure; Talonflame; Pignite; Lampent; Fletchinder,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/654.png,Braixen,2,Fire,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/fire.shtml,Delphox; Talonflame; Simisear; Fletchinder; Pansear,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/823.png,Corviknight,2,Flying,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/flying.shtml,Corviknight; Pidgeot; Skarmory; Corvisquire; Pidgeotto,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/823.png,Corviknight,2,Flying,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/flying.shtml,Corviknight; Noivern; Skarmory; Corvisquire; Noibat,Wild Zone 9
https://www.serebii.net/legendsz-a/pokemon/562-g.png,Yamask,2,Ghost,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/ghost.shtml,Yamask; Banette; Lampent; Shuppet; Litwick,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/152.png,Chikorita,2,Grass,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/grass.shtml,Bellsprout; Pansage; Chikorita,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/153.png,Bayleef,2,Grass,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/grass.shtml,Weepinbell; Gogoat; Bayleef; Bellsprout; Skiddo; Chikorita,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/152.png,Chikorita,2,Grass,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/grass.shtml,Weepinbell; Gogoat; Bayleef; Bellsprout; Skiddo,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/253.png,Grovyle,2,Grass,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/grass.shtml,Grovyle; Roselia; Gogoat; Treecko; Budew; Skiddo,Wild Zone 8
https://www.serebii.net/legendsz-a/pokemon/253.png,Grovyle,2,Grass,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/grass.shtml,Sceptile; Victreebel; Simisage; Weepinbell; Pansage,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/254.png,Sceptile,2,Grass,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/grass.shtml,Sceptile; Victreebel; Simisage; Grovyle; Weepinbell; Pansage,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/153.png,Bayleef,2,Grass,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/grass.shtml,Victreebel; Simisage; Meganium; Weepinbell; Pansage,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/254.png,Sceptile,2,Grass,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/grass.shtml,Sceptile; Venusaur; Chesnaught; Treecko; Bulbasaur; Chespin,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/562-g.png,Yamask,2,Ground,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/ground.shtml,Yamask; Krokorok; Diggersby; Sandile; Bunnelby,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/105.png,Marowak,2,Ground,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/ground.shtml,Marowak; Camerupt; Hippowdon; Cubone; Numel; Hippopotas,Wild Zone 6
https://www.serebii.net/legendsz-a/pokemon/105.png,Marowak,2,Ground,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/ground.shtml,Marowak; Excadrill; Krookodile; Cubone; Drilbur; Krokorok,Wild Zone 7
https://www.serebii.net/legendsz-a/pokemon/770.png,Palossand,2,Ground,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/ground.shtml,Palossand; Hippowdon; Excadrill; Sandygast; Hippopotas; Drilbur,Wild Zone 8
https://www.serebii.net/legendsz-a/pokemon/770.png,Palossand,2,Ground,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/ground.shtml,Palossand; Camerupt; Krookodile; Sandygast; Numel; Krokorok,Wild Zone 9
https://www.serebii.net/legendsz-a/pokemon/866.png,Mr. Rime,2,Ice,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/ice.shtml,Mr. Rime; Glalie; Amaura; Mr. Mime; Snorunt,Wild Zone 8
https://www.serebii.net/legendsz-a/pokemon/866.png,Mr. Rime,2,Ice,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/ice.shtml,Mr. Rime; Froslass; Glaceon; Mr. Mime; Snorunt; Eevee,Wild Zone 9
https://www.serebii.net/legendsz-a/pokemon/997.png,Arctibax,2,Ice,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/ice.shtml,Avalugg; Arctibax; Baxcalibur; Bergmite; Frigibax,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/998.png,Baxcalibur,2,Ice,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/ice.shtml,Avalugg; Arctibax; Baxcalibur; Bergmite; Frigibax,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/996.png,Frigibax,2,Ice,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/ice.shtml,Avalugg; Arctibax; Baxcalibur; Bergmite,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/130.png,Gyarados,2,Legendary,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/special.shtml,Keldeo; Machamp; Machoke,Wild Zone 6
https://www.serebii.net/legendsz-a/pokemon/931.png,Squawkabilly,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Squawkabilly,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/931-b.png,Squawkabilly,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Squawkabilly,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/053.png,Persian,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Persian; Diggersby; Audino; Meowth; Bunnelby,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/053.png,Persian,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Persian; Pidgeotto; Lopunny; Meowth; Pidgey; Buneary,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/398.png,Staraptor,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Staraptor; Pidgeot; Drampa; Staravia; Pidgeotto,Wild Zone 6
https://www.serebii.net/legendsz-a/pokemon/876.png,Indeedee,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Indeedee; Diggersby; Pidgeotto; Bunnelby; Pidgey,Wild Zone 7
https://www.serebii.net/legendsz-a/pokemon/876-f.png,Indeedee,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Indeedee; Diggersby; Pidgeotto; Bunnelby; Pidgey,Wild Zone 7
https://www.serebii.net/legendsz-a/pokemon/398.png,Staraptor,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Staraptor; Pidgeot; Kangaskhan; Staravia; Pidgeotto,Wild Zone 7
https://www.serebii.net/legendsz-a/pokemon/876.png,Indeedee,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Indeedee; Lopunny; Audino; Buneary,Wild Zone 8
https://www.serebii.net/legendsz-a/pokemon/876-f.png,Indeedee,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Indeedee; Lopunny; Audino; Buneary,Wild Zone 8
https://www.serebii.net/legendsz-a/pokemon/931.png,Squawkabilly,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Squawkabilly,Wild Zone 9
https://www.serebii.net/legendsz-a/pokemon/931-b.png,Squawkabilly,2,Normal,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Squawkabilly,Wild Zone 9
https://www.serebii.net/legendsz-a/pokemon/352.png,Kecleon,2,Normal,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Kecleon; Pidgeot; Furfrou; Pidgeotto,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/352.png,Kecleon,2,Normal,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Kecleon; Pidgeot; Kangaskhan; Pidgeotto,Wild Zone 5
https://www.serebii.net/legendsz-a/pokemon/134.png,Vaporeon,2,Normal,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/normal.shtml,Vaporeon; Jolteon; Espeon; Eevee; Umbreon,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/211-h.png,Qwilfish,2,Poison,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Qwilfish; Roselia; Skrelp; Budew,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/168.png,Ariados,2,Poison,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Arbok; Weepinbell; Ariados; Ekans; Bellsprout; Spinarak,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/168.png,Ariados,2,Poison,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Glimmet; Ariados; Roselia; Spinarak; Budew,Wild Zone 7
https://www.serebii.net/legendsz-a/pokemon/169.png,Crobat,2,Poison,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Crobat; Garbodor; Dragalge; Golbat; Trubbish; Skrelp,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/169.png,Crobat,2,Poison,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Crobat; Dragalge; Scolipede; Golbat; Skrelp; Whirlipede,Wild Zone 5
https://www.serebii.net/legendsz-a/pokemon/317.png,Swalot,2,Poison,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Swalot; Garbodor; Dragalge; Gulpin; Trubbish; Skrelp,Wild Zone 7
https://www.serebii.net/legendsz-a/pokemon/317.png,Swalot,2,Poison,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Swalot; Garbodor; Scolipede; Gulpin; Trubbish; Whirlipede,Wild Zone 8
https://www.serebii.net/legendsz-a/pokemon/211-h.png,Qwilfish,2,Poison,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/poison.shtml,Slowbro; Slowking; Overqwil; Slowpoke,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/122.png,Mr. Mime,2,Psychic,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/psychic.shtml,Mr. Mime; Kadabra; Beldum; Mime Jr.; Abra,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/122.png,Mr. Mime,2,Psychic,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/psychic.shtml,Mr. Mime; Kirlia; Beldum; Mime Jr.; Ralts,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/326.png,Grumpig,2,Psychic,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/psychic.shtml,Grumpig; Malamar; Alakazam; Spoink; Inkay; Kadabra,Wild Zone 6
https://www.serebii.net/legendsz-a/pokemon/326.png,Grumpig,2,Psychic,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/psychic.shtml,Grumpig; Gardevoir; Meowstic; Spoink; Kirlia,Wild Zone 7
https://www.serebii.net/legendsz-a/pokemon/863.png,Perrserker,2,Steel,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/steel.shtml,Perrserker; Metang; Steelix; Meowth; Beldum; Onix,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/863.png,Perrserker,2,Steel,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/steel.shtml,Perrserker; Aggron; Steelix; Meowth; Lairon; Onix,Wild Zone 9
https://www.serebii.net/legendsz-a/pokemon/158.png,Totodile,2,Water,2,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Binacle; Carvanha; Totodile,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/129.png,Magikarp,2,Water,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Feebas; Magikarp; Panpour,Wild Zone 10
https://www.serebii.net/legendsz-a/pokemon/008.png,Wartortle,2,Water,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Sharpedo; Clawitzer; Wartortle; Carvanha; Clauncher; Squirtle,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/159.png,Croconaw,2,Water,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Sharpedo; Clawitzer; Croconaw; Carvanha; Clauncher; Totodile,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/158.png,Totodile,2,Water,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Sharpedo; Clawitzer; Croconaw; Carvanha; Clauncher,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/009.png,Blastoise,2,Water,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Blastoise; Simipour; Barbaracle; Wartortle; Panpour,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/008.png,Wartortle,2,Water,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Blastoise; Simipour; Barbaracle; Panpour,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/159.png,Croconaw,2,Water,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Feraligatr; Barbaracle; Starmie,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/134.png,Vaporeon,2,Water,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Slowbro; Slowking; Vaporeon; Slowpoke; Eevee,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/130.png,Gyarados,2,Water,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Barbaracle; Gyarados; Simipour; Magikarp,Wild Zone 5
https://www.serebii.net/legendsz-a/pokemon/129.png,Magikarp,2,Water,4,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Barbaracle; Gyarados; Simipour,Wild Zone 5
https://www.serebii.net/legendsz-a/pokemon/009.png,Blastoise,2,Water,5,https://www.serebii.net/legendsz-a/hyperspacewildzone/water.shtml,Swampert; Blastoise; Greninja; Mudkip; Squirtle; Froakie,Wild Zone 1
https://www.serebii.net/legendsz-a/pokemon/510.png,Liepard,3,Dark,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/dark.shtml,Liepard; Krokorok; Houndoom; Purrloin; Sandile; Houndour,Wild Zone 2
https://www.serebii.net/legendsz-a/pokemon/510.png,Liepard,3,Dark,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/dark.shtml,Liepard; Krokorok; Sharpedo; Purrloin; Sandile; Carvanha,Wild Zone 3
https://www.serebii.net/legendsz-a/pokemon/510.png,Liepard,3,Dark,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/dark.shtml,Liepard; Sharpedo; Houndoom; Purrloin; Carvanha; Houndour,Wild Zone 4
https://www.serebii.net/legendsz-a/pokemon/828.png,Thievul,3,Dark,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/dark.shtml,Thievul; Krokorok; Houndoom; Nickit; Sandile; Houndour,Wild Zone 5
https://www.serebii.net/legendsz-a/pokemon/828.png,Thievul,3,Dark,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/dark.shtml,Thievul; Krokorok; Sharpedo; Nickit; Sandile; Carvanha,Wild Zone 6
https://www.serebii.net/legendsz-a/pokemon/828.png,Thievul,3,Dark,3,https://www.serebii.net/legendsz-a/hyperspacewildzone/dark.shtml,Thievul; Sharpedo; Houndoom; Nickit; Carvanha; Houndour,Wild Zone 7
